BNK_ID,BNK_BHM_DC_CDE,BNK_BHM_DC_NME,BNK_BHM_TLK_CDE,BNK_BHM_TLK_NME,BNK_NME_EN,BNK_BRNCH_CDE,BNK_BRNCH_NME,BNK_IFSC_CDE,BNK_VIFSC_CDE
228,2,BAGALKOTE,1,Jamakhandi,VIJAYA BANK,228,JAMAKHANDI KARNATAKA,VIJB0001484,VIJB0001484000
229,2,BAGALKOTE,5,Bagalkote,VIJAYA BANK,229,KALADAGI,VIJB0001103,VIJB0001103000
230,2,BAGALKOTE,3,Mudhol,VIJAYA BANK,230,MAHALINGAPUR  KARNATAKA,VIJB0001137,VIJB0001137000
231,2,BAGALKOTE,3,Mudhol,VIJAYA BANK,231,NAVANAGAR BAGALKOT KARNATAKA,VIJB0001481,VIJB0001481000
232,2,BAGALKOTE,2,Bilagi,VIJAYA BANK,232,SIDDAPUR KARNATAKA,VIJB0001500,VIJB0001500000
233,2,BAGALKOTE,2,Bilagi,VIJAYA BANK,233,TEGGI HUBLI,VIJB0001293,VIJB0001293000
234,12,BALLARY,5,BELLARY,ANDHRA BANK,234,BELLARY,ANDB0000041,ANDB0000041000
235,12,BALLARY,2,HAGARIBOMMANAHALLI,ANDHRA BANK,235,HAGARIBOMMANAHALLI,ANDB0002247,ANDB0002247000
236,12,BALLARY,3,HOSPET,ANDHRA BANK,236,HOSPET,ANDB0000204,ANDB0000204000
237,12,BALLARY,4,SIRUGUPPA,ANDHRA BANK,237,SIRIGUPPA,ANDB0001705,ANDB0001705000
238,12,BALLARY,5,BELLARY,ANDHRA BANK,238,SIRIGUPPA ROAD,ANDB0002863,ANDB0002863000
239,12,BALLARY,5,BELLARY,AXIS BANK LTD,239,Bellary,UTIB000026,UTIB000026000
240,12,BALLARY,5,BELLARY,AXIS BANK LTD,240,Bellary,UTIB0000267,UTIB0000267000
241,12,BALLARY,3,HOSPET,AXIS BANK LTD,241,Hospet,UTIB000061,UTIB000061000
242,12,BALLARY,3,HOSPET,AXIS BANK LTD,242,Hospet,UTIB0000618,UTIB0000618000
243,12,BALLARY,5,BELLARY,AXIS BANK LTD,243,Kalamma Street,UTIB000339,UTIB000339000
244,12,BALLARY,5,BELLARY,AXIS BANK LTD,244,Kalamma Street,UTIB0003395,UTIB0003395000
245,12,BALLARY,6,SANDUR,AXIS BANK LTD,245,Sandur,UTIB000130,UTIB000130000
246,12,BALLARY,6,SANDUR,AXIS BANK LTD,246,Sandur,UTIB0001309,UTIB0001309000
247,12,BALLARY,4,SIRUGUPPA,AXIS BANK LTD,247,Siruguppa,UTIB000073,UTIB000073000
248,12,BALLARY,4,SIRUGUPPA,AXIS BANK LTD,248,Siruguppa,UTIB0000731,UTIB0000731000
249,12,BALLARY,5,BELLARY,BANK OF BARODA,249,BELLARY KARNATAKA,BARB0BELLAR,BARB0BELLAR000
250,12,BALLARY,3,HOSPET,BANK OF BARODA,250,HOSPET  KARNATAKA,BARB0HOSPET,BARB0HOSPET000
251,12,BALLARY,5,BELLARY,BANK OF BARODA,251,KUDATHINI KA,BARB0KUDATH,BARB0KUDATH000
252,12,BALLARY,8,Kurugodu,BANK OF INDIA,252,BADANAHATTI,BKID0008976,BKID0008976000
253,12,BALLARY,5,BELLARY,BANK OF INDIA,253,BELLARY,BKID0008467,BKID0008467000
254,12,BALLARY,3,HOSPET,BANK OF INDIA,254,HOSPET,BKID0008420,BKID0008420000
255,12,BALLARY,3,HOSPET,BANK OF INDIA,255,KAMALAPUR DIST BELLARY,BKID0008422,BKID0008422000
256,12,BALLARY,3,HOSPET,BANK OF INDIA,256,MARIAMMANHALLI,BKID0008421,BKID0008421000
257,12,BALLARY,5,BELLARY,Bank of Maharashtra,257,BELLARY,MAHB0000956,MAHB0000956000
258,12,BALLARY,3,HOSPET,Bank of Maharashtra,258,HOSPET,MAHB0000529,MAHB0000529000
259,12,BALLARY,5,BELLARY,CANARABANK,259,BELLARY CANTONMENT,CNRB0001425,CNRB0001425000
260,12,BALLARY,5,BELLARY,CANARABANK,260,BELLARY CAR STREET,CNRB0000506,CNRB0000506000
261,12,BALLARY,5,BELLARY,CANARABANK,261,DONIMALAI,CNRB0001079,CNRB0001079000
262,12,BALLARY,3,HOSPET,CANARABANK,262,HAMPI,CNRB0001187,CNRB0001187000
263,12,BALLARY,3,HOSPET,CANARABANK,263,HOSPET,CNRB0000537,CNRB0000537000
264,12,BALLARY,4,SIRUGUPPA,CANARABANK,264,SIRUGUPPA,CNRB0003434,CNRB0003434000
265,12,BALLARY,7,KUDLIGI,CANARABANK,265,TOOLAHALLY,CNRB0001887,CNRB0001887000
269,12,BALLARY,7,KUDLIGI,CORPORATION BANK,269,138,CORP0000138,CORP0000138000
270,12,BALLARY,7,KUDLIGI,CORPORATION BANK,270,761,CORP0000761,CORP0000761000
271,12,BALLARY,5,BELLARY,CORPORATION BANK,271,BALLARI CANTONMENT,CORP0003514,CORP0003514000
272,12,BALLARY,5,BELLARY,CORPORATION BANK,272,BELLARY,CORP0000035,CORP0000035000
273,12,BALLARY,5,BELLARY,CORPORATION BANK,273,BELLARY GANDHINAGAR E.C,CORP0002022,CORP0002022000
274,12,BALLARY,9,KOTTURU,CORPORATION BANK,274,DOOPADAHALLI,CORP0000427,CORP0000427000
275,12,BALLARY,3,HOSPET,CORPORATION BANK,275,HOSPET,CORP0000761,CORP0000761001
276,12,BALLARY,9,KOTTURU,CORPORATION BANK,276,KOTTURU,CORP0000037,CORP0000037000
277,12,BALLARY,5,BELLARY,CORPORATION BANK,277,KUDITHINI,CORP0001304,CORP0001304000
278,12,BALLARY,5,BELLARY,CORPORATION BANK,278,MOKA,CORP0000138,CORP0000138001
279,12,BALLARY,5,BELLARY,HDFC Bank,279,BELLARY,HDFC0001760,HDFC0001760000
280,12,BALLARY,3,HOSPET,HDFC Bank,280,HOSPET,HDFC0001761,HDFC0001761000
281,12,BALLARY,6,SANDUR,HDFC Bank,281,SANDUR,HDFC0002328,HDFC0002328000
282,12,BALLARY,5,BELLARY,ICICI Bank Ltd.,282,Bellary,ICIC0001092,ICIC0001092000
283,12,BALLARY,10,KAMPLI,ICICI Bank Ltd.,283,Devalapura,ICIC0004083,ICIC0004083000
284,12,BALLARY,1,HADAGALI,ICICI Bank Ltd.,284,Hoovina Hadagalli,ICIC0003986,ICIC0003986000
285,12,BALLARY,3,HOSPET,ICICI Bank Ltd.,285,Hospet,ICIC0001073,ICIC0001073000
286,12,BALLARY,4,SIRUGUPPA,ICICI Bank Ltd.,286,Siruguppa,ICIC0003644,ICIC0003644000
287,12,BALLARY,6,SANDUR,ICICI Bank Ltd.,287,Toranagallu,ICIC0001423,ICIC0001423000
288,12,BALLARY,8,Kurugodu,ICICI Bank Ltd.,288,Yarringaligi,ICIC0004085,ICIC0004085000
289,12,BALLARY,5,BELLARY,IDBI BANK,289,BELLARY PARVATHINAGAR,IBKL0000285,IBKL0000285000
290,12,BALLARY,4,SIRUGUPPA,IDBI BANK,290,DEVLAPUR BRANCH,IBKL0001062,IBKL0001062000
291,12,BALLARY,3,HOSPET,IDBI BANK,291,HOSPET BRANCH,IBKL0001039,IBKL0001039000
292,12,BALLARY,6,SANDUR,IDBI BANK,292,SANDUR BRANCH,IBKL0000776,IBKL0000776000
293,12,BALLARY,5,BELLARY,INDIAN BANK,293,BELLARY,IDIB000B015,IDIB000B015000
294,12,BALLARY,5,BELLARY,INDIAN BANK,294,CATHEDRAL BRANCH BELLARY,IDIB000C142,IDIB000C142000
295,12,BALLARY,5,BELLARY,INDIAN BANK,295,CATHOLIC CENTRE,IDIB000C030,IDIB000C030000
296,12,BALLARY,4,SIRUGUPPA,INDIAN BANK,296,DESANUR,IDIB000D011,IDIB000D011000
297,12,BALLARY,3,HOSPET,INDIAN BANK,297,HOSPET,IDIB000H010,IDIB000H010000
298,12,BALLARY,4,SIRUGUPPA,INDIAN BANK,298,SIRGUPPA,IDIB000S237,IDIB000S237000
299,12,BALLARY,5,BELLARY,Indian Overseas Bank,299,Bellary,IOBA0001065,IOBA0001065000
300,12,BALLARY,6,SANDUR,Indian Overseas Bank,300,Toranagallu,IOBA0002653,IOBA0002653000
310,12,BALLARY,6,SANDUR,KARUR VYSYA BANK,310,BELLARY,KVBL0001316,KVBL0001316000
311,12,BALLARY,4,SIRUGUPPA,Kotak Mahindra Bank,311,Siruguppa,KKBK0008296,KKBK0008296000
312,12,BALLARY,3,HOSPET,Oriental Bank of Commerce,312,HOSPET,ORBC0101298,ORBC0101298000
313,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,313,ALLIPURA BELLARY,PKGB0010977,PKGB0010977000
314,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,314,APMC YARD BELLARY,PKGB0010976,PKGB0010976000
315,12,BALLARY,2,HAGARIBOMMANAHALLI,PRAGATHI KRISHNA GRAMIN BANK,315,B.G HALLI,PKGB0010532,PKGB0010532000
316,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,316,BAGEWADI,PKGB0010931,PKGB0010931000
317,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,317,BALLARI INDIRANAGAR,PKGB0011193,PKGB0011193000
318,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,318,BALLARI KAPPAGAL ROAD,PKGB0010997,PKGB0010997000
319,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,319,BANAPURA,PKGB0010541,PKGB0010541000
320,12,BALLARY,7,KUDLIGI,PRAGATHI KRISHNA GRAMIN BANK,320,BANAVIKAL,PKGB0010542,PKGB0010542000
321,12,BALLARY,6,SANDUR,PRAGATHI KRISHNA GRAMIN BANK,321,BANDRI,PKGB0010544,PKGB0010544000
322,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,322,BELLARY KALAMMA STREET,PKGB0010680,PKGB0010680000
323,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,323,BELLARY S G NAGAR,PKGB0010790,PKGB0010790000
324,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,324,BELLARY COWL BAZAAR,PKGB0010584,PKGB0010584000
325,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,325,BELLARY GANDHINAGAR,PKGB0010605,PKGB0010605000
326,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,326,BELLARY MILLERPET,PKGB0010747,PKGB0010747000
327,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,327,BELLARY MOTHI CIRCLE,PKGB0010878,PKGB0010878000
328,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,328,BELLARY PATELNAGAR,PKGB0010927,PKGB0010927000
329,12,BALLARY,6,SANDUR,PRAGATHI KRISHNA GRAMIN BANK,329,BOMMAGATTA,PKGB0010985,PKGB0010985000
330,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,330,CHANAHAL,PKGB0010998,PKGB0010998000
331,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,331,CHELLAGURKI,PKGB0010572,PKGB0010572000
332,12,BALLARY,6,SANDUR,PRAGATHI KRISHNA GRAMIN BANK,332,CHORNUR,PKGB0010582,PKGB0010582000
333,12,BALLARY,10,KAMPLI,PRAGATHI KRISHNA GRAMIN BANK,333,DEVASAMUDRA,PKGB0010592,PKGB0010592000
334,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,334,DHARMASAGARA,PKGB0010596,PKGB0010596000
335,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,335,EMMIGANUR,PKGB0010930,PKGB0010930000
336,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,336,GENIKEHAL,PKGB0010606,PKGB0010606000
337,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,337,GODEHAL,PKGB0010999,PKGB0010999000
338,12,BALLARY,7,KUDLIGI,PRAGATHI KRISHNA GRAMIN BANK,338,GUDEKOTE,PKGB0010933,PKGB0010933000
339,12,BALLARY,2,HAGARIBOMMANAHALLI,PRAGATHI KRISHNA GRAMIN BANK,339,HAGARIBOMMANAHALLY,PKGB0010617,PKGB0010617000
340,12,BALLARY,2,HAGARIBOMMANAHALLI,PRAGATHI KRISHNA GRAMIN BANK,340,HAMPAPATNA,PKGB0010621,PKGB0010621000
341,12,BALLARY,2,HAGARIBOMMANAHALLI,PRAGATHI KRISHNA GRAMIN BANK,341,HAMPASAGARA,PKGB0010622,PKGB0010622000
342,12,BALLARY,2,HAGARIBOMMANAHALLI,PRAGATHI KRISHNA GRAMIN BANK,342,HANSI,PKGB0010625,PKGB0010625000
343,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,343,HARAVI,PKGB0010631,PKGB0010631000
344,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,344,HATCHOLLI,PKGB0010636,PKGB0010636000
345,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,345,HIREHADAGALI,PKGB0010641,PKGB0010641000
346,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,346,HOLALU,PKGB0010987,PKGB0010987000
347,12,BALLARY,7,KUDLIGI,PRAGATHI KRISHNA GRAMIN BANK,347,HOSAHALLI,PKGB0010656,PKGB0010656000
348,12,BALLARY,3,HOSPET,PRAGATHI KRISHNA GRAMIN BANK,348,HOSPET BELLARY ROAD,PKGB0010552,PKGB0010552000
349,12,BALLARY,3,HOSPET,PRAGATHI KRISHNA GRAMIN BANK,349,HOSPET COLLEGE ROAD,PKGB0010583,PKGB0010583000
350,12,BALLARY,3,HOSPET,PRAGATHI KRISHNA GRAMIN BANK,350,HOSPETc DAM ROAD,PKGB0010589,PKGB0010589000
351,12,BALLARY,3,HOSPET,PRAGATHI KRISHNA GRAMIN BANK,351,HOSPET ANANTHASHAYANA GUDI,PKGB0010879,PKGB0010879000
352,12,BALLARY,7,KUDLIGI,PRAGATHI KRISHNA GRAMIN BANK,352,HURALIHAL,PKGB0010917,PKGB0010917000
353,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,353,HUVINAHADAGALI,PKGB0010665,PKGB0010665000
354,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,354,ITTIGI (BELLARY),PKGB0010667,PKGB0010667000
355,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,355,K.BELAGALU,PKGB0010675,PKGB0010675000
356,12,BALLARY,3,HOSPET,PRAGATHI KRISHNA GRAMIN BANK,356,KAMALAPUR,PKGB0010953,PKGB0010953000
357,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,357,KAMMARCHEDU,PKGB0010685,PKGB0010685000
358,12,BALLARY,10,KAMPLI,PRAGATHI KRISHNA GRAMIN BANK,358,KAMPLI,PKGB0010686,PKGB0010686000
359,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,359,KARUR,PKGB0010691,PKGB0010691000
360,12,BALLARY,2,HAGARIBOMMANAHALLI,PRAGATHI KRISHNA GRAMIN BANK,360,KOGALI,PKGB0010700,PKGB0010700000
361,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,361,KOLAGAL,PKGB0010888,PKGB0010888000
362,12,BALLARY,8,Kurugodu,PRAGATHI KRISHNA GRAMIN BANK,362,KOLUR,PKGB0010702,PKGB0010702000
363,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,363,KOMBLI,PKGB0010703,PKGB0010703000
364,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,364,KORLAGUNDI,PKGB0010706,PKGB0010706000
365,12,BALLARY,9,KOTTURU,PRAGATHI KRISHNA GRAMIN BANK,365,KOTTUR,PKGB0010707,PKGB0010707000
366,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,366,KUDATHINI,PKGB0010708,PKGB0010708000
367,12,BALLARY,7,KUDLIGI,PRAGATHI KRISHNA GRAMIN BANK,367,KUDLIGI,PKGB0010710,PKGB0010710000
368,12,BALLARY,8,Kurugodu,PRAGATHI KRISHNA GRAMIN BANK,368,KURUGUDU,PKGB0010714,PKGB0010714000
369,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,369,MAGALA,PKGB0010724,PKGB0010724000
370,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,370,MAKARABBI,PKGB0010725,PKGB0010725000
371,12,BALLARY,3,HOSPET,PRAGATHI KRISHNA GRAMIN BANK,371,MARIYAMMANAHALLI,PKGB0010739,PKGB0010739000
372,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,372,METRI,PKGB0010746,PKGB0010746000
373,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,373,MOKAGONAL,PKGB0010749,PKGB0010749000
374,12,BALLARY,2,HAGARIBOMMANAHALLI,PRAGATHI KRISHNA GRAMIN BANK,374,MOREGERE,PKGB0010751,PKGB0010751000
375,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,375,MUDDATANUR,PKGB0010753,PKGB0010753000
376,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,376,MYLAR,PKGB0010763,PKGB0010763000
377,12,BALLARY,6,SANDUR,PRAGATHI KRISHNA GRAMIN BANK,377,NEW DAROJI,PKGB0010772,PKGB0010772000
378,12,BALLARY,9,KOTTURU,PRAGATHI KRISHNA GRAMIN BANK,378,OOJEIN,PKGB0010776,PKGB0010776000
379,12,BALLARY,7,KUDLIGI,PRAGATHI KRISHNA GRAMIN BANK,379,RAMADURGA,PKGB0010784,PKGB0010784000
380,12,BALLARY,10,KAMPLI,PRAGATHI KRISHNA GRAMIN BANK,380,RAMASAGARA,PKGB0010786,PKGB0010786000
381,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,381,RARAVI,PKGB0010788,PKGB0010788000
382,12,BALLARY,6,SANDUR,PRAGATHI KRISHNA GRAMIN BANK,382,SANDUR,PKGB0010795,PKGB0010795000
383,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,383,SANGANAKAL,PKGB0010798,PKGB0010798000
384,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,384,SIDARAGADDA,PKGB0010808,PKGB0010808000
385,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,385,SIDDAMMANAHALLI,PKGB0010809,PKGB0010809000
386,12,BALLARY,8,Kurugodu,PRAGATHI KRISHNA GRAMIN BANK,386,SINDHIGERI,PKGB0010813,PKGB0010813000
387,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,387,SIRIGERE (BELLARY),PKGB0010814,PKGB0010814000
388,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,388,SIRIVARA(BELLARY),PKGB0010818,PKGB0010818000
389,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,389,SIRUGUPPA,PKGB0010817,PKGB0010817000
390,12,BALLARY,1,HADAGALI,PRAGATHI KRISHNA GRAMIN BANK,390,SOGI,PKGB0010820,PKGB0010820000
391,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,391,SOMASAMUDRA,PKGB0010823,PKGB0010823000
392,12,BALLARY,6,SANDUR,PRAGATHI KRISHNA GRAMIN BANK,392,SWAMIHALLI,PKGB0010932,PKGB0010932000
393,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,393,TALUR,PKGB0010832,PKGB0010832000
394,12,BALLARY,6,SANDUR,PRAGATHI KRISHNA GRAMIN BANK,394,TARANAGAR,PKGB0010834,PKGB0010834000
395,12,BALLARY,4,SIRUGUPPA,PRAGATHI KRISHNA GRAMIN BANK,395,TEKKALAKOTE,PKGB0010954,PKGB0010954000
396,12,BALLARY,2,HAGARIBOMMANAHALLI,PRAGATHI KRISHNA GRAMIN BANK,396,THAMBRAHALLI,PKGB0010975,PKGB0010975000
397,12,BALLARY,7,KUDLIGI,PRAGATHI KRISHNA GRAMIN BANK,397,THAYAKANAHALLI,PKGB0010843,PKGB0010843000
398,12,BALLARY,5,BELLARY,PRAGATHI KRISHNA GRAMIN BANK,398,Y.BUDHIHAL,PKGB0010912,PKGB0010912000
399,12,BALLARY,5,BELLARY,PUNJAB NATIONAL BANK,399,BELLARY,punb0654600,punb0654600000
400,12,BALLARY,3,HOSPET,PUNJAB NATIONAL BANK,400,HOSPET,punb0654800,punb0654800000
401,12,BALLARY,6,SANDUR,PUNJAB NATIONAL BANK,401,TORANGALLU (KARNATAKA),punb0499900,punb0499900000
402,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,402,APMC YARD BELLARY,SBIN0040672,SBIN0040672000
403,12,BALLARY,6,SANDUR,STATE BANK OF INDIA,403,B H MAIN ROAD TORANAGALLU,SBIN0040167,SBIN0040167000
404,12,BALLARY,6,SANDUR,STATE BANK OF INDIA,404,B K ROAD SANDUR,SBIN0040124,SBIN0040124000
405,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,405,BASAVESWARANAGAR BELLARY,SBIN0040944,SBIN0040944000
406,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,406,BELLARY,SBIN0000817,SBIN0000817000
407,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,407,BELLARY A.D.B,SBIN0003105,SBIN0003105000
408,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,408,BELLARY BAZAR,SBIN0040402,SBIN0040402000
409,12,BALLARY,4,SIRUGUPPA,STATE BANK OF INDIA,409,BELLARY ROAD SIRUGUPPA,SBIN0040119,SBIN0040119000
410,12,BALLARY,10,KAMPLI,STATE BANK OF INDIA,410,BUS STAND KAMPLI,SBIN0021365,SBIN0021365000
411,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,411,CHAGANUR,SBIN0040915,SBIN0040915000
412,12,BALLARY,7,KUDLIGI,STATE BANK OF INDIA,412,CHICKAJOGIHALLI,SBIN0040121,SBIN0040121000
413,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,413,COWL BAZAR,SBIN0040222,SBIN0040222000
414,12,BALLARY,4,SIRUGUPPA,STATE BANK OF INDIA,414,DEVI NAGAR BELLARY,SBIN0017793,SBIN0017793000
415,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,415,GANDHINAGAR BELLARY,SBIN0040253,SBIN0040253000
416,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,416,GOVT.BUSINESS BR BELLARY,SBIN0040683,SBIN0040683000
417,12,BALLARY,7,KUDLIGI,STATE BANK OF INDIA,417,GUDEKOTE ROAD KUDLIGI,SBIN0040123,SBIN0040123000
418,12,BALLARY,7,KUDLIGI,STATE BANK OF INDIA,418,GUNDUMUNUGU,SBIN0041053,SBIN0041053000
419,12,BALLARY,2,HAGARIBOMMANAHALLI,STATE BANK OF INDIA,419,H H ROAD HAGARIBOMMANAHALLY,SBIN0040271,SBIN0040271000
420,12,BALLARY,4,SIRUGUPPA,STATE BANK OF INDIA,420,H HOSAHALLI,SBIN0040213,SBIN0040213000
421,12,BALLARY,2,HAGARIBOMMANAHALLI,STATE BANK OF INDIA,421,HAGARIBOMMANAHALLI,SBIN0013211,SBIN0013211000
422,12,BALLARY,1,HADAGALI,STATE BANK OF INDIA,422,HOLALU BELLARY,SBIN0040221,SBIN0040221000
423,12,BALLARY,3,HOSPET,STATE BANK OF INDIA,423,HOSPET,SBIN0000763,SBIN0000763000
424,12,BALLARY,2,HAGARIBOMMANAHALLI,STATE BANK OF INDIA,424,KADLEBALU,SBIN0040834,SBIN0040834000
425,12,BALLARY,3,HOSPET,STATE BANK OF INDIA,425,KAMALAPURA,SBIN0002220,SBIN0002220000
426,12,BALLARY,9,KOTTURU,STATE BANK OF INDIA,426,KOTTUR,SBIN0040254,SBIN0040254000
427,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,427,KUDITHINI,SBIN0003661,SBIN0003661000
428,12,BALLARY,6,SANDUR,STATE BANK OF INDIA,428,KUREKUPPA,SBIN0040854,SBIN0040854000
429,12,BALLARY,8,Kurugodu,STATE BANK OF INDIA,429,KURUGODU,SBIN0040125,SBIN0040125000
430,12,BALLARY,3,HOSPET,STATE BANK OF INDIA,430,M J NAGAR DAM ROAD HOSPET,SBIN0040671,SBIN0040671000
431,12,BALLARY,1,HADAGALI,STATE BANK OF INDIA,431,MAIN ROAD HUVINAHADAGALLI,SBIN0040122,SBIN0040122000
432,12,BALLARY,7,KUDLIGI,STATE BANK OF INDIA,432,MAKANADUKU,SBIN0041055,SBIN0041055000
433,12,BALLARY,3,HOSPET,STATE BANK OF INDIA,433,MALAPANAGUDI,SBIN0015451,SBIN0015451000
434,12,BALLARY,3,HOSPET,STATE BANK OF INDIA,434,MARIYAMMANAHALLI,SBIN0040943,SBIN0040943000
435,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,435,MOKA,SBIN0040835,SBIN0040835000
436,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,436,MOTI CIRCLE BELLARY,SBIN0020527,SBIN0020527000
437,12,BALLARY,3,HOSPET,STATE BANK OF INDIA,437,N C COLONY HOSPET,SBIN0020805,SBIN0020805000
438,12,BALLARY,10,KAMPLI,STATE BANK OF INDIA,438,N K ROAD KAMPLI,SBIN0040118,SBIN0040118000
439,12,BALLARY,1,HADAGALI,STATE BANK OF INDIA,439,NAGATHIBASAPURA,SBIN0040487,SBIN0040487000
440,12,BALLARY,10,KAMPLI,STATE BANK OF INDIA,440,NALLUDIKOTTALA,SBIN0040319,SBIN0040319000
441,12,BALLARY,7,KUDLIGI,STATE BANK OF INDIA,441,NIMBALAGERE,SBIN0040486,SBIN0040486000
442,12,BALLARY,6,SANDUR,STATE BANK OF INDIA,442,SANDUR ADB,SBIN0040204,SBIN0040204000
443,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,443,SATYANARAYANAPET BELLARY,SBIN0021447,SBIN0021447000
444,12,BALLARY,4,SIRUGUPPA,STATE BANK OF INDIA,444,SIRIGERE,SBIN0003664,SBIN0003664000
445,12,BALLARY,4,SIRUGUPPA,STATE BANK OF INDIA,445,SIRIGUPPA,SBIN0011267,SBIN0011267000
446,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,446,SUGGENAHALLI,SBIN0041060,SBIN0041060000
447,12,BALLARY,3,HOSPET,STATE BANK OF INDIA,447,TALUK OFFICE HOSPET,SBIN0040116,SBIN0040116000
448,12,BALLARY,2,HAGARIBOMMANAHALLI,STATE BANK OF INDIA,448,TAMBRAHALLI,SBIN0003164,SBIN0003164000
449,12,BALLARY,1,HADAGALI,STATE BANK OF INDIA,449,THIMMALAPURA,SBIN0041056,SBIN0041056000
450,12,BALLARY,5,BELLARY,STATE BANK OF INDIA,450,YELUBENCHI,SBIN0015452,SBIN0015452000
451,12,BALLARY,2,HAGARIBOMMANAHALLI,SYNDICATE BANK,451,BANNIKAL,SYNB0000618,SYNB0000618000
452,12,BALLARY,5,BELLARY,SYNDICATE BANK,452,BELAGAL,SYNB0000644,SYNB0000644000
453,12,BALLARY,5,BELLARY,SYNDICATE BANK,453,BELLARY MAIN,SYNB0000600,SYNB0000600000
454,12,BALLARY,2,HAGARIBOMMANAHALLI,SYNDICATE BANK,454,CHINTARAPALLI,SYNB0000637,SYNB0000637000
