BNK_ID,BNK_BHM_DC_CDE,BNK_BHM_DC_NME,BNK_BHM_TLK_CDE,BNK_BHM_TLK_NME,BNK_NME_EN,BNK_BRNCH_CDE,BNK_BRNCH_NME,BNK_IFSC_CDE,BNK_VIFSC_CDE
543,21,BANGALORE RURAL,3,Devanahalli,CORPORATION BANK,543,HAROHALLI,CORP0001851,CORP0001851000
544,21,BANGALORE RURAL,4,Hoskote,CORPORATION BANK,544,HOSKOTE,CORP0001142,CORP0001142000
545,20,BANGALORE URBAN,2,bangalore-South,CORPORATION BANK,545,IGGALURU,CORP0003011,CORP0003011000
546,20,BANGALORE URBAN,3,Anekal,CORPORATION BANK,546,JIGANI,CORP0001288,CORP0001288000
547,21,BANGALORE RURAL,2,Doddaballapura,CORPORATION BANK,547,KANASWADI,CORP0000092,CORP0000092000
548,21,BANGALORE RURAL,3,Devanahalli,CORPORATION BANK,548,KARAHALLI,CORP0003110,CORP0003110000
549,21,BANGALORE RURAL,3,Devanahalli,CORPORATION BANK,549,KUNDANA,CORP0001866,CORP0001866000
550,21,BANGALORE RURAL,2,Doddaballapura,CORPORATION BANK,550,MELEKOTE,CORP0000408,CORP0000408000
551,21,BANGALORE RURAL,1,Nelamangala,CORPORATION BANK,551,MUDDALINGANAHALLI,CORP0001968,CORP0001968000
552,29,RAMANAGARA,3,Channapatna,CORPORATION BANK,552,NAGAVARA,CORP0001982,CORP0001982000
553,21,BANGALORE RURAL,1,Nelamangala,CORPORATION BANK,553,NELAMANGALA  BANGALORE,CORP0000715,CORP0000715000
554,20,BANGALORE URBAN,3,Anekal,CORPORATION BANK,554,SARJAPUR,CORP0001321,CORP0001321001
555,29,RAMANAGARA,4,Kanakpura,CORPORATION BANK,555,T.BEKUPPE,CORP0001527,CORP0001527000
556,21,BANGALORE RURAL,2,Doddaballapura,CORPORATION BANK,556,TUBAGERE,CORP0000093,CORP0000093000
557,21,BANGALORE RURAL,3,Devanahalli,CORPORATION BANK,557,VIJAYAPURA,CORP0003267,CORP0003267000
558,21,BANGALORE RURAL,3,Devanahalli,DENA BANK,558,BUDIGERE,BKDN0610433,BKDN0610433000
559,21,BANGALORE RURAL,3,Devanahalli,DENA BANK,559,DEVANAHALLY,BKDN0611294,BKDN0611294000
560,29,RAMANAGARA,2,Ramanagar,DENA BANK,560,MUGALUR,BKDN0611609,BKDN0611609000
561,29,RAMANAGARA,2,chikballapur,DENA BANK,561,PATRENHALLI,BKDN0610294,BKDN0610294000
562,20,BANGALORE URBAN,3,Anekal,DENA BANK,562,SARJAPURA,BKDN0610207,BKDN0610207000
563,21,BANGALORE RURAL,3,Devanahalli,DENA BANK,563,VENKATAGIRIKOTE,BKDN0611760,BKDN0611760000
564,21,Bangalore Rural,3,Devanahalli,HDFC Bank,564,BHATRAMARENAHALLI,HDFC0003508,HDFC0003508000
565,21,Bangalore Rural,2,Doddaballapura,HDFC Bank,565,BIJJAWARA,HDFC0003546,HDFC0003546000
566,21,Bangalore Rural,3,Devanahalli,HDFC Bank,566,DEVANHALLI,HDFC0001744,HDFC0001744000
567,21,Bangalore Rural,1,Nelamangala,HDFC Bank,567,DOBBASPET,HDFC0002736,HDFC0002736000
568,21,Bangalore Rural,2,Doddaballapura,HDFC Bank,568,DODDABALLAPUR,HDFC0001745,HDFC0001745000
569,21,Bangalore Rural,4,Hoskote,HDFC Bank,569,HOSKOTE,HDFC0001037,HDFC0001037000
570,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,570,HUNSAMARANAHALLI,HDFC0001746,HDFC0001746000
571,21,Bangalore Rural,1,Nelamangala,HDFC Bank,571,NELAMANGALA,HDFC0000891,HDFC0000891000
572,21,Bangalore Rural,3,Devanahalli,HDFC Bank,572,SADAHALLI,HDFC0001078,HDFC0001078000
573,29,RAMANAGARA,2,Ramanagar,IDBI BANK,573,ABBANAKUPPE,IBKL0001438,IBKL0001438000
574,21,Bangalore Rural,3,Devanahalli,IDBI BANK,574,BANGALORE DEVANAHALLI,IBKL0000212,IBKL0000212000
575,29,RAMANAGARA,2,Ramanagar,IDBI BANK,575,BIDADI,IBKL0000437,IBKL0000437000
576,21,Bangalore Rural,1,Nelamangala,IDBI BANK,576,NELAMANGALA,IBKL0001435,IBKL0001435000
577,29,RAMANAGARA,4,Hoskote,IDBI BANK,577,SHIVANAPURA,IBKL0001436,IBKL0001436000
578,21,BANGALORE RURAL,2,Doddaballapura,Indian Overseas Bank,578,Basettihalli,IOBA0002578,IOBA0002578000
579,21,BANGALORE RURAL,3,Devanahalli,Indian Overseas Bank,579,Devanahalli,IOBA0002224,IOBA0002224000
580,21,BANGALORE RURAL,3,Devanahalli,Indian Overseas Bank,580,HAROHALLI,IOBA0003422,IOBA0003422000
581,21,BANGALORE RURAL,2,Doddaballapura,Indian Overseas Bank,581,Melinajuganahalli(S.S.Ghati),IOBA0003318,IOBA0003318000
594,21,BANGALORE RURAL,4,Hoskote,KARUR VYSYA BANK,594,HOSKOTE,KVBL0001322,KVBL0001322000
595,29,RAMANAGARA,2,Ramanagar,KARUR VYSYA BANK,595,RAMANAGARAM,KVBL0001327,KVBL0001327000
596,21,BANGALORE RURAL,3,Devanahalli,KAVERI GRAMEENA BANK,596,ARADESHAHALLY,SBIN0RRCKGB,SBIN0RRCKGB000
597,21,BANGALORE RURAL,2,Doddaballapura,KAVERI GRAMEENA BANK,597,ARUDI,SBIN0RRCKGB,SBIN0RRCKGB001
598,21,BANGALORE RURAL,3,Devanahalli,KAVERI GRAMEENA BANK,598,BATTARA MARENAHALLI,SBIN0RRCKGB,SBIN0RRCKGB002
599,21,BANGALORE RURAL,3,Devanahalli,KAVERI GRAMEENA BANK,599,CHENNARAYAPATNA DEVANAHALLI,SBIN0RRCKGB,SBIN0RRCKGB003
600,21,BANGALORE RURAL,3,Devanahalli,KAVERI GRAMEENA BANK,600,DEVANHALLY,SBIN0RRCKGB,SBIN0RRCKGB004
601,21,BANGALORE RURAL,2,Doddaballapura,KAVERI GRAMEENA BANK,601,DODDABALLAPURA,SBIN0RRCKGB,SBIN0RRCKGB005
602,21,BANGALORE RURAL,2,Doddaballapura,KAVERI GRAMEENA BANK,602,HOSAHALLY,SBIN0RRCKGB,SBIN0RRCKGB006
603,21,BANGALORE RURAL,4,Hoskote,KAVERI GRAMEENA BANK,603,HOSAKOTE,SBIN0RRCKGB,SBIN0RRCKGB007
604,21,BANGALORE RURAL,4,Hoskote,KAVERI GRAMEENA BANK,604,KALKUNTE,SBIN0RRCKGB,SBIN0RRCKGB008
605,21,BANGALORE RURAL,3,Devanahalli,KAVERI GRAMEENA BANK,605,KARAHALLY,SBIN0RRCKGB,SBIN0RRCKGB009
606,21,BANGALORE RURAL,4,Hoskote,KAVERI GRAMEENA BANK,606,MALLIMAKANAPURA,SBIN0RRCKGB,SBIN0RRCKGB010
607,21,BANGALORE RURAL,4,Hoskote,KAVERI GRAMEENA BANK,607,MUGABALA,SBIN0RRCKGB,SBIN0RRCKGB011
608,21,BANGALORE RURAL,1,Nelamangala,KAVERI GRAMEENA BANK,608,NELAMANGALA,SBIN0RRCKGB,SBIN0RRCKGB012
609,21,BANGALORE RURAL,4,Hoskote,KAVERI GRAMEENA BANK,609,SULEBELE,SBIN0RRCKGB,SBIN0RRCKGB013
610,21,BANGALORE RURAL,1,Nelamangala,KAVERI GRAMEENA BANK,610,TEPPADA BEGUR,SBIN0RRCKGB,SBIN0RRCKGB014
611,21,BANGALORE RURAL,4,Hoskote,KAVERI GRAMEENA BANK,611,THIRUMALASHETTALLI,SBIN0RRCKGB,SBIN0RRCKGB015
612,21,BANGALORE RURAL,1,Nelamangala,KAVERI GRAMEENA BANK,612,THYAMAGONDLU,SBIN0RRCKGB,SBIN0RRCKGB016
613,21,BANGALORE RURAL,3,Devanahalli,KAVERI GRAMEENA BANK,613,VENKATAGIRI KOTE,SBIN0RRCKGB,SBIN0RRCKGB017
614,21,BANGALORE RURAL,3,Devanahalli,KAVERI GRAMEENA BANK,614,VIJAYAPURA,SBIN0RRCKGB,SBIN0RRCKGB018
615,21,BANGALORE RURAL,3,Devanahalli,Oriental Bank of Commerce,615,DEVANAHALLI,ORBC0101486,ORBC0101486000
616,21,BANGALORE RURAL,3,Devanahalli,PUNJAB NATIONAL BANK,616,DEVANAHALLI (BANGALORE),punb0499800,punb0499800000
617,21,BANGALORE RURAL,2,Doddaballapura,RBL Bank,617,DOD BALLARPUR,RATN0000101,RATN0000101000
618,21,BANGALORE RURAL,3,Devanahalli,SOUTH INDIAN BANK,618,DEVANAHALLI,SIBL0000543,SIBL0000543000
619,21,BANGALORE RURAL,1,Nelamangala,STATE BANK OF INDIA,619,ARASINKUNTE,SBIN0011356,SBIN0011356000
620,21,BANGALORE RURAL,1,Nelamangala,STATE BANK OF INDIA,620,BASAVANAHALLI,SBIN0041066,SBIN0041066000
621,21,BANGALORE RURAL,4,Hoskote,STATE BANK OF INDIA,621,BUDIGERE,SBIN0040980,SBIN0040980000
622,21,BANGALORE RURAL,4,Hoskote,STATE BANK OF INDIA,622,CHOKKAHALLI,SBIN0040733,SBIN0040733000
623,21,BANGALORE RURAL,1,Nelamangala,STATE BANK OF INDIA,623,DOBASPET,SBIN0040731,SBIN0040731000
624,21,BANGALORE RURAL,2,Doddaballapura,STATE BANK OF INDIA,624,DODDABALLAPUR,SBIN0040026,SBIN0040026000
625,21,BANGALORE RURAL,2,Doddaballapura,STATE BANK OF INDIA,625,DODDABALLAPUR A.D.B,SBIN0005313,SBIN0005313000
626,21,BANGALORE RURAL,4,Hoskote,STATE BANK OF INDIA,626,DODDADUNNASANDRA,SBIN0041155,SBIN0041155000
627,21,BANGALORE RURAL,4,Hoskote,STATE BANK OF INDIA,627,HOSKOTE A.D.B,SBIN0001808,SBIN0001808000
628,21,BANGALORE RURAL,4,Hoskote,STATE BANK OF INDIA,628,JADIGENAHALLI,SBIN0040193,SBIN0040193000
629,21,BANGALORE RURAL,4,Hoskote,STATE BANK OF INDIA,629,K R ROAD HOSKOTE,SBIN0040033,SBIN0040033000
630,29,RAMANAGARA,4,Kanakpura,STATE BANK OF INDIA,630,KOLAGONDANAHALLI,SBIN0018202,SBIN0018202000
631,21,BANGALORE RURAL,1,Nelamangala,STATE BANK OF INDIA,631,PARAMANA LAYOUT NELAMANGALA,SBIN0040331,SBIN0040331000
632,21,BANGALORE RURAL,3,Devanahalli,STATE BANK OF INDIA,632,PUTTAPPANA GUDI BEEDHI DEVANAHALLI,SBIN0040032,SBIN0040032000
633,21,BANGALORE RURAL,3,Devanahalli,STATE BANK OF INDIA,633,SADAHALLY,SBIN0040483,SBIN0040483000
634,21,BANGALORE RURAL,4,Hoskote,STATE BANK OF INDIA,634,SULIBELE,SBIN0040979,SBIN0040979000
635,21,BANGALORE RURAL,1,Nelamangala,STATE BANK OF INDIA,635,THYAMAGONDLU,SBIN0021795,SBIN0021795000
636,21,BANGALORE RURAL,3,Devanahalli,STATE BANK OF INDIA,636,VIJAYAPURA,SBIN0011286,SBIN0011286000
637,21,BANGALORE RURAL,3,Devanahalli,SYNDICATE BANK,637,DEVANAHALLI,SYNB0000392,SYNB0000392000
638,21,BANGALORE RURAL,2,Doddaballapura,SYNDICATE BANK,638,DODDABALLAPUR,SYNB0000659,SYNB0000659000
639,21,BANGALORE RURAL,4,Hoskote,SYNDICATE BANK,639,HOSAKOTE,SYNB0000660,SYNB0000660000
640,21,BANGALORE RURAL,4,Kanakpura,SYNDICATE BANK,640,KANAKAPURA,SYNB0001562,SYNB0001562000
641,29,RAMANAGARA,3,Anekal,SYNDICATE BANK,641,MAYASANDRA,SYNB0000670,SYNB0000670000
642,21,BANGALORE RURAL,1,Nelamangala,SYNDICATE BANK,642,NELAMANGALA,SYNB0000490,SYNB0000490000
643,21,BANGALORE RURAL,2,Doddaballapura,SYNDICATE BANK,643,SASALU,SYNB0001563,SYNB0001563000
644,29,RAMANAGARA,3,Anekal,SYNDICATE BANK,644,YADAVANAHALLI,SYNB0000671,SYNB0000671000
645,21,BANGALORE RURAL,3,Devanahalli,UCO BANK,645,DEVANHALLI,UCBA0002138,UCBA0002138000
646,20,BANGALORE URBAN,3,Anekal,UNION BANK OF INDIA,646,CHANDAPURA,UBIN0572195,UBIN0572195000
647,21,BANGALORE RURAL,3,Devanahalli,UNION BANK OF INDIA,647,DEVANHALLI,UBIN0559920,UBIN0559920000
648,21,BANGALORE RURAL,2,Doddaballapura,UNION BANK OF INDIA,648,GITAM UNIVERSITY CAMPUS NAGDN,UBIN0567116,UBIN0567116000
649,20,BANGALORE URBAN,3,Anekal,VIJAYA BANK,649,ATTIBELE KARNATAKA,VIJB0001544,VIJB0001544000
650,29,RAMANAGARA,3,Anekal,VIJAYA BANK,650,CHIKKABANAVARA BANGALORE,VIJB0001466,VIJB0001466000
651,21,BANGALORE RURAL,1,Nelamangala,VIJAYA BANK,651,DABASPET KARNATAKA,VIJB0001049,VIJB0001049000
652,21,BANGALORE RURAL,3,Devanahalli,VIJAYA BANK,652,DEVANAHALLI BANGALORE,VIJB0001432,VIJB0001432000
653,21,BANGALORE RURAL,2,Doddaballapura,VIJAYA BANK,653,DODDABALLAPUR,VIJB0001060,VIJB0001060000
654,21,BANGALORE RURAL,4,Hoskote,VIJAYA BANK,654,HOSAKOTE KARNATAKA,VIJB0001384,VIJB0001384000
655,21,BANGALORE RURAL,1,Nelamangala,VIJAYA BANK,655,NELAMANGALA KARNATAKA,VIJB0001161,VIJB0001161000
656,20,BANGALORE URBAN,3,Anekal,VIJAYA BANK,656,SARJAPURA KARNATAKA,VIJB0001540,VIJB0001540000
657,21,BANGALORE RURAL,1,Nelamangala,VIJAYA BANK,657,SOLUR KARNATAKA,VIJB0001440,VIJB0001440000
658,21,BANGALORE RURAL,3,Devanahalli,VIJAYA BANK,658,VIJAYAPURA KARNATAKA,VIJB0001548,VIJB0001548000
659,20,BANGALORE URBAN,2,bangalore-South,ANDHRA BANK,659,BHARATH NAGAR,ANDB0002329,ANDB0002329000
660,21,BANGALORE RURAL,4,Hoskote,ANDHRA BANK,660,MUTHSANDRA,ANDB0002909,ANDB0002909000
661,20,BANGALORE URBAN,2,bangalore-South,ANDHRA BANK,661,RAGHUVANAHALLI,ANDB0001490,ANDB0001490000
662,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,662,8th Mile Tumkur Road,UTIB0002926,UTIB0002926000
663,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,663,Basaveshwarnagar,UTIB000006,UTIB000006000
664,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,664,Basaveshwarnagar,UTIB0000065,UTIB0000065000
665,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,665,Hegde Nagar,UTIB000298,UTIB000298000
666,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,666,Hegde Nagar,UTIB0002980,UTIB0002980000
667,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,667,Indira Nagar,UTIB000011,UTIB000011000
668,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,668,Indira Nagar,UTIB0000114,UTIB0000114000
669,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,669,Kalyan Nagar,UTIB000073,UTIB000073001
670,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,670,Kalyan Nagar,UTIB0000734,UTIB0000734000
671,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,671,Yelahanka,UTIB000009,UTIB000009000
672,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,672,Yelahanka,UTIB0000094,UTIB0000094000
673,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,673,Yeshwanthpur,UTIB000161,UTIB000161000
674,20,Bangalore Urban,1,BANGALORE-NORTH,AXIS BANK LTD,674,Yeshwanthpur,UTIB0001614,UTIB0001614000
675,20,BANGALORE URBAN,4,Kanakpura,BANK OF BARODA,675,HAROHALLI KA,BARB0HAROHA,BARB0HAROHA000
676,20,BANGALORE URBAN,1,BANGALORE-NORTH,BANK OF BARODA,676,ROSARB BANGALORE,BARB0ARMBAN,BARB0ARMBAN000
677,20,BANGALORE URBAN,1,BANGALORE-NORTH,BANK OF INDIA,677,BANGALORE,BKID0008400,BKID0008400000
678,20,BANGALORE URBAN,1,BANGALORE-NORTH,BANK OF INDIA,678,BANGALORE ASSET RECOVERY,BKID0008499,BKID0008499000
679,20,BANGALORE URBAN,2,Ramanagar,BANK OF INDIA,679,BIDADI,BKID0008481,BKID0008481000
680,20,BANGALORE URBAN,1,BANGALORE-NORTH,BANK OF INDIA,680,DEVANAHALLI,BKID0008454,BKID0008454000
681,20,BANGALORE URBAN,1,BANGALORE-NORTH,BANK OF INDIA,681,HSR LAYOUT,BKID0008438,BKID0008438000
682,20,BANGALORE URBAN,1,BANGALORE-NORTH,BANK OF INDIA,682,R.T.NAGAR C&P,BKID0008419,BKID0008419000
683,20,BANGALORE URBAN,1,BANGALORE-NORTH,BANK OF INDIA,683,SAHAKARA NAGAR (BANGALORE),BKID0008436,BKID0008436000
684,20,BANGALORE URBAN,4,Bangalore-East,BANK OF INDIA,684,VIRGONAGAR,BKID0008403,BKID0008403000
685,20,BANGALORE URBAN,1,BANGALORE-NORTH,Bank of Maharashtra,685,BANGALORE BRIGADE RD,MAHB0000403,MAHB0000403000
686,20,BANGALORE URBAN,2,bangalore-South,Bank of Maharashtra,686,BANGALORE RAJESHWARINAGAR,MAHB0000942,MAHB0000942000
687,20,BANGALORE URBAN,2,bangalore-South,Bank of Maharashtra,687,BANGALORE SSI BRANCH,MAHB0001147,MAHB0001147000
688,20,BANGALORE URBAN,3,Anekal,Bank of Maharashtra,688,CHANDAPUR,MAHB0001654,MAHB0001654000
689,20,BANGALORE URBAN,2,bangalore-South,Bank of Maharashtra,689,CORPORATE FINANCE BR  BANGLORE,MAHB0001146,MAHB0001146000
690,20,BANGALORE URBAN,1,BANGALORE-NORTH,CANARABANK,690,BAGALUR,CNRB0000476,CNRB0000476000
691,20,BANGALORE URBAN,1,BANGALORE-NORTH,CANARABANK,691,BANGALORE AGRI FINANCE,CNRB0002373,CNRB0002373000
692,20,BANGALORE URBAN,2,bangalore-South,CANARABANK,692,BANGALORE BEGUR,CNRB0000437,CNRB0000437000
693,20,BANGALORE URBAN,3,Anekal,CANARABANK,693,BANGALORE CHANDAPUR CIRCLE,CNRB0001065,CNRB0001065000
694,20,BANGALORE URBAN,5,Bangalore North(Additional),CANARABANK,694,BANGALORE CHIKKABIDARAKALLU,CNRB0001199,CNRB0001199000
695,20,BANGALORE URBAN,5,Bangalore North(Additional),CANARABANK,695,BANGALORE HESARAGHATTA,CNRB0003404,CNRB0003404000
696,20,BANGALORE URBAN,2,bangalore-South,CANARABANK,696,BANGALORE KUMBALAGODU SME,CNRB0004799,CNRB0004799000
697,20,BANGALORE URBAN,4,Bangalore-East,CANARABANK,697,BANGALORE SAFAL MARKET,CNRB0008612,CNRB0008612000
698,20,BANGALORE URBAN,5,Bangalore North(Additional),CANARABANK,698,BANGALORE SHIVAKOTE,CNRB0005370,CNRB0005370000
699,20,BANGALORE URBAN,2,bangalore-South,CANARABANK,699,BANGALORE SOUTH END CIRCLE,CNRB0001173,CNRB0001173000
700,20,BANGALORE URBAN,2,bangalore-South,CANARABANK,700,BANGALORE TAVAREKERE,CNRB0001229,CNRB0001229000
701,20,BANGALORE URBAN,1,BANGALORE-NORTH,CANARABANK,701,BANGALORE TUMKUR ROAD,CNRB0000882,CNRB0000882000
702,20,BANGALORE URBAN,4,Bangalore-East,CANARABANK,702,BANGALORE VARTHUR,CNRB0000439,CNRB0000439000
703,20,BANGALORE URBAN,3,Anekal,CANARABANK,703,NERALUR BANGALORE,CNRB0003853,CNRB0003853000
704,20,BANGALORE URBAN,3,Anekal,CANARABANK,704,RAMASAGARA,CNRB0004389,CNRB0004389000
712,20,BANGALORE URBAN,3,Anekal,CORPORATION BANK,712,ATTIBELE,CORP0000881,CORP0000881000
713,20,BANGALORE URBAN,3,Anekal,CORPORATION BANK,713,BANGALORE CHANDAPUR,CORP0001164,CORP0001164000
714,20,BANGALORE URBAN,2,bangalore-South,CORPORATION BANK,714,BANGALORE SARAKKI LAYOUT,CORP0000352,CORP0000352000
715,20,BANGALORE URBAN,2,bangalore-South,CORPORATION BANK,715,BANGALORE BTM LAYOUT,CORP0000800,CORP0000800000
716,20,BANGALORE URBAN,2,bangalore-South,CORPORATION BANK,716,BANGALORE KENGERI SATELLITE TOWN,CORP0000744,CORP0000744000
717,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,717,BANGALORE KUMAR PARK,CORP0000751,CORP0000751000
718,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,718,BANGALORE M.G.ROAD,CORP0000341,CORP0000341000
719,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,719,BANGALORE MAGADI ROAD,CORP0000882,CORP0000882000
720,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,720,BANGALORE PEENYA,CORP0000763,CORP0000763000
721,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,721,BANGALORE R P C LAYOUT,CORP0000523,CORP0000523000
722,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,722,BANGALORE YESHWANTHPURA,CORP0000426,CORP0000426000
723,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,723,DOMLUR,CORP0000636,CORP0000636000
724,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,724,EC MEC JUNIOR COLLEGE YELEHANKA,CORP0002030,CORP0002030000
725,20,BANGALORE URBAN,3,Anekal,CORPORATION BANK,725,MUTHANALLUR,CORP0003115,CORP0003115000
726,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,726,RAJANKUNTE,CORP0001181,CORP0001181000
727,20,BANGALORE URBAN,2,bangalore-South,CORPORATION BANK,727,RAJARAJESHWARI NAGAR BANGALORE,CORP0000713,CORP0000713000
728,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,728,VIDYARANYAPURAM BANGALORE,CORP0000702,CORP0000702000
729,20,BANGALORE URBAN,1,BANGALORE-NORTH,CORPORATION BANK,729,YELAHANKA,CORP0000075,CORP0000075000
730,21,BANGALORE RURAL,2,chikballapur,DENA BANK,730,ADAVI GOLAVARAHALLI,BKDN0611618,BKDN0611618000
731,20,BANGALORE URBAN,3,Devanahalli,DENA BANK,731,BUDIGERE,BKDN0610433,BKDN0610433001
732,20,BANGALORE URBAN,1,BANGALORE-NORTH,DENA BANK,732,CHOLA NAGAR,BKDN0611213,BKDN0611213000
733,21,BANGALORE RURAL,3,Devanahalli,DENA BANK,733,DEVANAHALLY,BKDN0611294,BKDN0611294001
734,29,RAMANAGARA,2,chikballapur,DENA BANK,734,DIBBUR,BKDN0611858,BKDN0611858000
735,20,BANGALORE URBAN,3,Anekal,DENA BANK,735,MUGALUR,BKDN0611609,BKDN0611609001
736,29,RAMANAGARA,1,Magadi,DENA BANK,736,MUTHANALLUR,BKDN0611610,BKDN0611610000
737,21,BANGALORE RURAL,3,Devanahalli,DENA BANK,737,NALLURU,BKDN0611615,BKDN0611615000
738,20,BANGALORE URBAN,2,chikballapur,DENA BANK,738,PATRENHALLI,BKDN0610294,BKDN0610294001
739,20,BANGALORE URBAN,3,Anekal,DENA BANK,739,SARJAPURA,BKDN0610207,BKDN0610207001
740,20,BANGALORE URBAN,5,Bangalore North(Additional),DENA BANK,740,VENKATAGIRIKOTE,BKDN0611760,BKDN0611760001
741,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,741,BANASHANKARI,HDFC0000157,HDFC0000157000
742,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,742,BANGALORE INDIRA NAGAR 100 FEET ROAD,HDFC0001755,HDFC0001755000
743,20,BANGALORE URBAN,2,bangalore-South,HDFC Bank,743,BANGALORE  RICHMOND ROAD,HDFC0000523,HDFC0000523000
744,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,744,BASAVANAGUDI  GANDHI BAZAAR,HDFC0000446,HDFC0000446000
745,20,BANGALORE URBAN,3,Anekal,HDFC Bank,745,BOMMANAHALLY,HDFC0001048,HDFC0001048000
746,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,746,CAUVERY BHAVAN,HDFC0000509,HDFC0000509000
747,20,BANGALORE URBAN,2,bangalore-South,HDFC Bank,747,GANGANAGAR,HDFC0003718,HDFC0003718000
748,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,748,HESARAGHATTA MAIN ROAD,HDFC0004192,HDFC0004192000
749,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,749,HSR LAYOUT,HDFC0001993,HDFC0001993000
750,20,BANGALORE URBAN,2,bangalore-South,HDFC Bank,750,K R ROAD  BSK II STAGE,HDFC0000875,HDFC0000875000
751,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,751,KALKERE,HDFC0001050,HDFC0001050000
752,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,752,KEMPAPURA,HDFC0004052,HDFC0004052000
753,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,753,KORAMANGALA MAIN BRANCH,HDFC0000053,HDFC0000053000
754,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,754,MAHALAXMIPURAM,HDFC0001754,HDFC0001754000
755,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,755,MALLESHWARAM BANGALORE,HDFC0000041,HDFC0000041000
756,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,756,OLD AIRPORT ROAD,HDFC0000075,HDFC0000075000
757,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,757,OLD MADRAS ROAD,HDFC0002047,HDFC0002047000
758,20,BANGALORE URBAN,2,bangalore-South,HDFC Bank,758,PRASHANTHNAGAR BANGALORE,HDFC0004895,HDFC0004895000
759,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,759,R T NAGAR,HDFC0000140,HDFC0000140000
760,20,BANGALORE URBAN,2,bangalore-South,HDFC Bank,760,RACE COURSE ROAD,HDFC0002829,HDFC0002829000
761,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,761,RAJAJI NAGAR,HDFC0001373,HDFC0001373000
762,20,BANGALORE URBAN,5,Bangalore North(Additional),HDFC Bank,762,RAJAJINAGAR DR RAJKUMAR ROAD,HDFC0004000,HDFC0004000000
763,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,763,SADASHIVANAGAR,HDFC0001079,HDFC0001079000
764,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,764,SAHAKARNAGAR,HDFC0001036,HDFC0001036000
765,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,765,V V PURAM,HDFC0001749,HDFC0001749000
766,20,BANGALORE URBAN,4,Bangalore-East,HDFC Bank,766,WILSON GARDEN,HDFC0001748,HDFC0001748000
767,20,BANGALORE URBAN,1,BANGALORE-NORTH,HDFC Bank,767,WORLD TRADE CENTRE,HDFC0002710,HDFC0002710000
768,20,BANGALORE URBAN,5,Bangalore North(Additional),HDFC Bank,768,YELAHANKA,HDFC0000371,HDFC0000371000
769,20,BANGALORE URBAN,5,Bangalore North(Additional),HDFC Bank,769,YELAHANKA NEW TOWN,HDFC0004228,HDFC0004228000
770,20,BANGALORE URBAN,2,bangalore-South,ICICI Bank Ltd.,770,Bangalore Vidyaranyapura,ICIC0002191,ICIC0002191000
